날짜,시도,측정소,PM10,PM25
2016-04-19,서울,광진구,54,27
2016-04-20,서울,광진구,62,32
2016-04-21,서울,광진구,50,26
2016-04-22,서울,광진구,141,85
2016-04-23,서울,광진구,321,88
2016-04-24,서울,광진구,284,45
2016-04-25,서울,광진구,69,28
2016-04-26,서울,광진구,69,31
2016-04-27,서울,광진구,59,25
2016-04-28,서울,광진구,52,22
2016-04-29,서울,광진구,88,49
2016-04-30,서울,광진구,80,46
2016-04-01,서울,성동구,91,31
2016-04-02,서울,성동구,121,53
2016-04-03,서울,성동구,131,72
2016-04-04,서울,성동구,52,20
2016-04-05,서울,성동구,73,17
2016-04-06,서울,성동구,71,21
2016-04-07,서울,성동구,57,27
2016-04-08,서울,성동구,103,32
2016-04-09,서울,성동구,123,49
2016-04-10,서울,성동구,140,44
2016-04-11,서울,성동구,84,31
2016-04-12,서울,성동구,68,29
2016-04-13,서울,성동구,79,28
2016-04-14,서울,성동구,79,33
2016-04-15,서울,성동구,78,32
2016-04-16,서울,성동구,83,27
2016-04-17,서울,성동구,55,13
2016-04-18,서울,성동구,61,29
2016-04-19,서울,성동구,70,24
2016-04-20,서울,성동구,76,29
2016-04-21,서울,성동구,72,38
2016-04-22,서울,성동구,159,63
2016-04-23,서울,성동구,442,61
2016-04-24,서울,성동구,382,49
2016-04-25,서울,성동구,120,28
2016-04-26,서울,성동구,80,36
2016-04-27,서울,성동구,80,30
2016-04-28,서울,성동구,69,26
2016-04-29,서울,성동구,95,36
2016-04-30,서울,성동구,93,53
2016-04-01,서울,중랑구,70,32
2016-04-02,서울,중랑구,81,65
2016-04-03,서울,중랑구,97,65
2016-04-04,서울,중랑구,45,23
2016-04-05,서울,중랑구,62,31
2016-04-06,서울,중랑구,63,41
2016-04-07,서울,중랑구,63,34
2016-04-08,서울,중랑구,113,65
2016-04-09,서울,중랑구,163,62
2016-04-10,서울,중랑구,167,58
2016-04-11,서울,중랑구,75,28
2016-04-12,서울,중랑구,61,33
2016-04-13,서울,중랑구,75,50
2016-04-14,서울,중랑구,83,47
2016-04-15,서울,중랑구,59,34
2016-04-16,서울,중랑구,63,28
2016-04-17,서울,중랑구,54,9
2016-04-18,서울,중랑구,56,26
2016-04-19,서울,중랑구,59,37
2016-04-20,서울,중랑구,68,39
2016-04-21,서울,중랑구,59,34
2016-04-22,서울,중랑구,174,67
2016-04-23,서울,중랑구,378,83
2016-04-24,서울,중랑구,376,52
2016-04-25,서울,중랑구,79,26
2016-04-26,서울,중랑구,83,23
2016-04-27,서울,중랑구,82,26
2016-04-28,서울,중랑구,60,23
2016-04-29,서울,중랑구,108,52
2016-04-30,서울,중랑구,93,48
2016-04-01,서울,동대문구,64,33
2016-04-02,서울,동대문구,90,67
2016-04-03,서울,동대문구,101,59
2016-04-04,서울,동대문구,43,16
2016-04-05,서울,동대문구,53,26
2016-04-06,서울,동대문구,66,32
2016-04-07,서울,동대문구,67,29
2016-04-08,서울,동대문구,96,53
2016-04-09,서울,동대문구,159,49
2016-04-10,서울,동대문구,165,51
2016-04-11,서울,동대문구,77,36
2016-04-12,서울,동대문구,80,31
2016-04-13,서울,동대문구,65,37
2016-04-14,서울,동대문구,65,38
2016-04-15,서울,동대문구,61,33
2016-04-16,서울,동대문구,64,28
2016-04-17,서울,동대문구,52,17
2016-04-18,서울,동대문구,51,26
2016-04-19,서울,동대문구,58,23
2016-04-20,서울,동대문구,64,31
2016-04-21,서울,동대문구,61,30
2016-04-22,서울,동대문구,162,58
2016-04-23,서울,동대문구,391,53
2016-04-24,서울,동대문구,378,46
2016-04-25,서울,동대문구,82,28
2016-04-26,서울,동대문구,83,30
2016-04-27,서울,동대문구,57,23
2016-04-28,서울,동대문구,68,28
2016-04-29,서울,동대문구,105,49
2016-04-30,서울,동대문구,92,40
2016-04-01,서울,성북구,70,33
2016-04-02,서울,성북구,80,55
2016-04-03,서울,성북구,63,48
2016-04-04,서울,성북구,44,22
2016-04-05,서울,성북구,59,24
2016-04-06,서울,성북구,71,38
2016-04-07,서울,성북구,48,38
2016-04-08,서울,성북구,68,41
2016-04-09,서울,성북구,117,40
2016-04-10,서울,성북구,111,43
2016-04-11,서울,성북구,87,30
2016-04-12,서울,성북구,66,28
2016-04-13,서울,성북구,49,34
2016-04-14,서울,성북구,61,37
2016-04-15,서울,성북구,67,36
2016-04-16,서울,성북구,64,31
2016-04-17,서울,성북구,55,20
2016-04-18,서울,성북구,43,23
2016-04-19,서울,성북구,66,24
2016-04-20,서울,성북구,67,37
2016-04-21,서울,성북구,71,31
2016-04-22,서울,성북구,145,54
2016-04-23,서울,성북구,403,54
2016-04-24,서울,성북구,326,44
2016-04-25,서울,성북구,86,31
2016-04-26,서울,성북구,94,26
2016-04-27,서울,성북구,76,27
2016-04-28,서울,성북구,79,36
2016-04-29,서울,성북구,84,49
2016-04-30,서울,성북구,96,47
2016-04-01,서울,도봉구,60,31
2016-04-02,서울,도봉구,93,54
2016-04-03,서울,도봉구,88,48
2016-04-04,서울,도봉구,34,19
2016-04-05,서울,도봉구,63,23
2016-04-06,서울,도봉구,66,31
2016-04-07,서울,도봉구,46,24
2016-04-08,서울,도봉구,101,41
2016-04-09,서울,도봉구,105,38
2016-04-10,서울,도봉구,107,40
2016-04-11,서울,도봉구,68,31
2016-04-12,서울,도봉구,64,26
2016-04-13,서울,도봉구,66,37
2016-04-14,서울,도봉구,86,38
2016-04-15,서울,도봉구,58,28
2016-04-16,서울,도봉구,46,24
2016-04-17,서울,도봉구,43,10
2016-04-18,서울,도봉구,44,26
2016-04-19,서울,도봉구,70,28
2016-04-20,서울,도봉구,70,32
2016-04-21,서울,도봉구,65,28
2016-04-22,서울,도봉구,124,47
2016-04-23,서울,도봉구,367,41
2016-04-24,서울,도봉구,322,41
2016-04-25,서울,도봉구,75,23
2016-04-26,서울,도봉구,62,25
2016-04-27,서울,도봉구,65,24
2016-04-28,서울,도봉구,57,26
2016-04-29,서울,도봉구,87,44
2016-04-30,서울,도봉구,85,41
2016-04-01,서울,은평구,65,27
2016-04-02,서울,은평구,94,53
2016-04-03,서울,은평구,84,64
2016-04-04,서울,은평구,44,12
2016-04-05,서울,은평구,63,34
2016-04-06,서울,은평구,92,39
2016-04-07,서울,은평구,63,32
2016-04-08,서울,은평구,72,36
2016-04-09,서울,은평구,90,45
2016-04-10,서울,은평구,107,61
2016-04-11,서울,은평구,99,52
2016-04-12,서울,은평구,51,19
2016-04-13,서울,은평구,56,22
2016-04-14,서울,은평구,53,23
2016-04-15,서울,은평구,62,33
2016-04-16,서울,은평구,61,30
2016-04-17,서울,은평구,49,12
2016-04-18,서울,은평구,44,19
2016-04-19,서울,은평구,48,15
2016-04-20,서울,은평구,57,23
2016-04-21,서울,은평구,64,28
2016-04-22,서울,은평구,121,40
2016-04-23,서울,은평구,282,53
2016-04-24,서울,은평구,272,38
2016-04-25,서울,은평구,72,25
2016-04-26,서울,은평구,63,23
2016-04-27,서울,은평구,75,24
2016-04-28,서울,은평구,76,22
2016-04-29,서울,은평구,84,36
2016-04-30,서울,은평구,84,54
2016-04-01,서울,서대문구,92,39
2016-04-02,서울,서대문구,87,62
2016-04-03,서울,서대문구,88,62
2016-04-04,서울,서대문구,55,18
2016-04-05,서울,서대문구,68,25
2016-04-06,서울,서대문구,57,46
2016-04-07,서울,서대문구,50,33
2016-04-08,서울,서대문구,83,45
2016-04-09,서울,서대문구,107,45
2016-04-10,서울,서대문구,122,63
2016-04-11,서울,서대문구,77,31
2016-04-12,서울,서대문구,66,30
2016-04-13,서울,서대문구,58,34
2016-04-14,서울,서대문구,59,37
2016-04-15,서울,서대문구,60,39
2016-04-16,서울,서대문구,54,32
2016-04-17,서울,서대문구,53,19
2016-04-18,서울,서대문구,54,29
2016-04-19,서울,서대문구,53,26
2016-04-20,서울,서대문구,59,38
2016-04-21,서울,서대문구,55,32
2016-04-22,서울,서대문구,147,62
2016-04-23,서울,서대문구,381,61
2016-04-24,서울,서대문구,351,53
2016-04-25,서울,서대문구,83,27
2016-04-26,서울,서대문구,78,23
2016-04-27,서울,서대문구,77,28
2016-04-28,서울,서대문구,85,31
2016-04-29,서울,서대문구,88,45
2016-04-30,서울,서대문구,76,35
2016-04-01,서울,마포구,78,38
2016-04-02,서울,마포구,101,73
2016-04-03,서울,마포구,121,82
2016-04-04,서울,마포구,47,25
2016-04-05,서울,마포구,54,27
2016-04-06,서울,마포구,78,55
2016-04-07,서울,마포구,71,48
2016-04-08,서울,마포구,86,47
2016-04-09,서울,마포구,114,55
2016-04-10,서울,마포구,128,66
2016-04-11,서울,마포구,66,33
2016-04-12,서울,마포구,59,33
2016-04-13,서울,마포구,63,36
2016-04-14,서울,마포구,72,41
2016-04-15,서울,마포구,58,36
2016-04-16,서울,마포구,65,37
2016-04-17,서울,마포구,39,17
2016-04-18,서울,마포구,50,30
2016-04-19,서울,마포구,43,24
2016-04-20,서울,마포구,63,35
2016-04-21,서울,마포구,53,29
2016-04-22,서울,마포구,132,66
2016-04-23,서울,마포구,273,67
2016-04-24,서울,마포구,257,41
2016-04-25,서울,마포구,76,30
2016-04-26,서울,마포구,69,28
2016-04-27,서울,마포구,70,26
2016-04-28,서울,마포구,64,30
2016-04-29,서울,마포구,76,42
2016-04-30,서울,마포구,75,45
2016-04-01,서울,강서구,81,33
2016-04-02,서울,강서구,83,40
2016-04-03,서울,강서구,92,75
2016-04-04,서울,강서구,64,25
2016-04-05,서울,강서구,67,26
2016-04-06,서울,강서구,65,29
2016-04-07,서울,강서구,53,34
2016-04-08,서울,강서구,82,33
2016-04-09,서울,강서구,96,30
2016-04-10,서울,강서구,105,42
2016-04-11,서울,강서구,87,31
2016-04-12,서울,강서구,98,31
2016-04-13,서울,강서구,64,33
2016-04-14,서울,강서구,63,26
2016-04-15,서울,강서구,65,27
2016-04-16,서울,강서구,66,17
2016-04-17,서울,강서구,50,13
2016-04-18,서울,강서구,53,15
2016-04-19,서울,강서구,71,32
2016-04-20,서울,강서구,67,36
2016-04-21,서울,강서구,54,33
2016-04-22,서울,강서구,131,76
2016-04-23,서울,강서구,400,75
2016-04-24,서울,강서구,394,63
2016-04-25,서울,강서구,112,28
2016-04-26,서울,강서구,100,32
2016-04-27,서울,강서구,71,30
2016-04-28,서울,강서구,102,39
2016-04-29,서울,강서구,87,40
2016-04-30,서울,강서구,76,45
2016-04-01,서울,구로구,94,26
2016-04-02,서울,구로구,134,58
2016-04-03,서울,구로구,132,67
2016-04-04,서울,구로구,57,20
2016-04-05,서울,구로구,69,35
2016-04-06,서울,구로구,75,26
2016-04-07,서울,구로구,63,45
2016-04-08,서울,구로구,107,53
2016-04-09,서울,구로구,105,70
2016-04-10,서울,구로구,120,55
2016-04-11,서울,구로구,110,62
2016-04-12,서울,구로구,81,40
2016-04-13,서울,구로구,72,39
2016-04-14,서울,구로구,80,50
2016-04-15,서울,구로구,80,39
2016-04-16,서울,구로구,78,42
2016-04-17,서울,구로구,48,13
2016-04-18,서울,구로구,53,24
2016-04-19,서울,구로구,72,27
2016-04-20,서울,구로구,73,36
2016-04-21,서울,구로구,50,32
2016-04-22,서울,구로구,135,74
2016-04-23,서울,구로구,419,79
2016-04-24,서울,구로구,394,68
2016-04-25,서울,구로구,112,33
2016-04-26,서울,구로구,86,27
2016-04-27,서울,구로구,76,31
2016-04-28,서울,구로구,86,33
2016-04-29,서울,구로구,89,47
2016-04-30,서울,구로구,75,49
2016-04-01,서울,영등포구,93,30
2016-04-02,서울,영등포구,110,61
2016-04-03,서울,영등포구,122,64
2016-04-04,서울,영등포구,67,21
2016-04-05,서울,영등포구,72,27
2016-04-06,서울,영등포구,77,40
2016-04-07,서울,영등포구,58,36
2016-04-08,서울,영등포구,112,56
2016-04-09,서울,영등포구,128,60
2016-04-10,서울,영등포구,144,65
2016-04-11,서울,영등포구,113,56
2016-04-12,서울,영등포구,91,41
2016-04-13,서울,영등포구,79,44
2016-04-14,서울,영등포구,77,43
2016-04-15,서울,영등포구,66,39
2016-04-16,서울,영등포구,70,41
2016-04-17,서울,영등포구,59,17
2016-04-18,서울,영등포구,65,28
2016-04-19,서울,영등포구,73,31
2016-04-20,서울,영등포구,69,30
2016-04-21,서울,영등포구,0,0
2016-04-22,서울,영등포구,0,0
2016-04-23,서울,영등포구,0,0
2016-04-24,서울,영등포구,0,0
2016-04-25,서울,영등포구,0,0
2016-04-26,서울,영등포구,77,29
2016-04-27,서울,영등포구,77,26
2016-04-28,서울,영등포구,96,48
2016-04-29,서울,영등포구,92,44
2016-04-30,서울,영등포구,88,40
2016-04-01,서울,동작구,58,38
2016-04-02,서울,동작구,102,87
2016-04-03,서울,동작구,93,78
2016-04-04,서울,동작구,39,28
2016-04-05,서울,동작구,60,33
2016-04-06,서울,동작구,86,70
2016-04-07,서울,동작구,71,64
2016-04-08,서울,동작구,110,65
2016-04-09,서울,동작구,119,68
2016-04-10,서울,동작구,122,69
2016-04-11,서울,동작구,80,40
2016-04-12,서울,동작구,54,31
2016-04-13,서울,동작구,61,40
2016-04-14,서울,동작구,70,46
2016-04-15,서울,동작구,55,32
2016-04-16,서울,동작구,54,31
2016-04-17,서울,동작구,40,13
2016-04-18,서울,동작구,61,31
2016-04-19,서울,동작구,55,28
2016-04-20,서울,동작구,64,36
2016-04-21,서울,동작구,58,33
2016-04-22,서울,동작구,129,63
2016-04-23,서울,동작구,299,65
2016-04-24,서울,동작구,290,37
2016-04-25,서울,동작구,59,21
2016-04-26,서울,동작구,59,22
2016-04-27,서울,동작구,59,21
2016-04-28,서울,동작구,61,26
2016-04-29,서울,동작구,73,39
2016-04-30,서울,동작구,77,43
2016-04-01,서울,관악구,77,39
2016-04-02,서울,관악구,110,73
2016-04-03,서울,관악구,110,74
2016-04-04,서울,관악구,50,24
2016-04-05,서울,관악구,62,31
2016-04-06,서울,관악구,64,44
2016-04-07,서울,관악구,52,35
2016-04-08,서울,관악구,101,53
2016-04-09,서울,관악구,104,55
2016-04-10,서울,관악구,130,56
2016-04-11,서울,관악구,67,33
2016-04-12,서울,관악구,56,33
2016-04-13,서울,관악구,72,43
2016-04-14,서울,관악구,81,49
2016-04-15,서울,관악구,70,42
2016-04-16,서울,관악구,63,36
2016-04-17,서울,관악구,42,17
2016-04-18,서울,관악구,53,30
2016-04-19,서울,관악구,58,30
2016-04-20,서울,관악구,59,32
2016-04-21,서울,관악구,45,27
2016-04-22,서울,관악구,128,62
2016-04-23,서울,관악구,284,65
2016-04-24,서울,관악구,274,49
2016-04-25,서울,관악구,83,34
2016-04-26,서울,관악구,69,29
2016-04-27,서울,관악구,58,22
2016-04-28,서울,관악구,69,31
2016-04-29,서울,관악구,74,36
2016-04-30,서울,관악구,78,43
2016-04-01,서울,강남구,80,32
2016-04-02,서울,강남구,111,71
2016-04-03,서울,강남구,100,62
2016-04-04,서울,강남구,43,21
2016-04-05,서울,강남구,58,27
2016-04-06,서울,강남구,64,28
2016-04-07,서울,강남구,57,26
2016-04-08,서울,강남구,110,56
2016-04-09,서울,강남구,132,59
2016-04-10,서울,강남구,136,58
2016-04-11,서울,강남구,73,34
2016-04-12,서울,강남구,67,34
2016-04-13,서울,강남구,76,45
2016-04-14,서울,강남구,75,45
2016-04-15,서울,강남구,70,39
2016-04-16,서울,강남구,66,34
2016-04-17,서울,강남구,48,13
2016-04-18,서울,강남구,60,30
2016-04-19,서울,강남구,68,27
2016-04-20,서울,강남구,71,36
2016-04-21,서울,강남구,59,30
2016-04-22,서울,강남구,155,66
2016-04-23,서울,강남구,433,58
2016-04-24,서울,강남구,433,48
2016-04-25,서울,강남구,95,31
2016-04-26,서울,강남구,95,29
2016-04-27,서울,강남구,76,25
2016-04-28,서울,강남구,77,30
2016-04-29,서울,강남구,88,38
2016-04-30,서울,강남구,91,51
2016-04-01,서울,서초구,73,25
2016-04-02,서울,서초구,107,0
2016-04-03,서울,서초구,93,7
2016-04-04,서울,서초구,43,16
2016-04-05,서울,서초구,54,24
2016-04-06,서울,서초구,61,42
2016-04-07,서울,서초구,54,23
2016-04-08,서울,서초구,97,36
2016-04-09,서울,서초구,93,53
2016-04-10,서울,서초구,123,48
2016-04-11,서울,서초구,68,37
2016-04-12,서울,서초구,56,27
2016-04-13,서울,서초구,67,30
2016-04-14,서울,서초구,64,30
2016-04-15,서울,서초구,62,31
2016-04-16,서울,서초구,57,22
2016-04-17,서울,서초구,71,8
2016-04-18,서울,서초구,59,22
2016-04-19,서울,서초구,40,18
2016-04-20,서울,서초구,64,25
2016-04-21,서울,서초구,57,24
2016-04-22,서울,서초구,135,44
2016-04-23,서울,서초구,391,50
2016-04-24,서울,서초구,389,43
2016-04-25,서울,서초구,93,23
2016-04-26,서울,서초구,88,16
2016-04-27,서울,서초구,84,26
2016-04-28,서울,서초구,79,26
2016-04-29,서울,서초구,80,34
2016-04-30,서울,서초구,76,39
2016-04-01,서울,송파구,73,24
2016-04-02,서울,송파구,81,45
2016-04-03,서울,송파구,82,53
2016-04-04,서울,송파구,36,11
2016-04-05,서울,송파구,60,20
2016-04-06,서울,송파구,57,18
2016-04-07,서울,송파구,46,36
2016-04-08,서울,송파구,71,29
2016-04-09,서울,송파구,102,50
2016-04-10,서울,송파구,100,58
2016-04-11,서울,송파구,61,21
2016-04-12,서울,송파구,74,28
2016-04-13,서울,송파구,72,29
2016-04-14,서울,송파구,65,33
2016-04-15,서울,송파구,75,28
2016-04-16,서울,송파구,74,41
2016-04-17,서울,송파구,43,11
2016-04-18,서울,송파구,48,21
2016-04-19,서울,송파구,65,31
2016-04-20,서울,송파구,69,29
2016-04-21,서울,송파구,48,19
2016-04-22,서울,송파구,108,46
2016-04-23,서울,송파구,380,50
2016-04-24,서울,송파구,347,46
2016-04-25,서울,송파구,93,44
2016-04-26,서울,송파구,75,21
2016-04-27,서울,송파구,70,22
2016-04-28,서울,송파구,65,28
2016-04-29,서울,송파구,69,35
2016-04-30,서울,송파구,72,49
2016-04-01,서울,강동구,77,25
2016-04-02,서울,강동구,98,52
2016-04-03,서울,강동구,121,70
2016-04-04,서울,강동구,42,15
2016-04-05,서울,강동구,65,28
2016-04-06,서울,강동구,83,28
2016-04-07,서울,강동구,60,38
2016-04-08,서울,강동구,91,36
2016-04-09,서울,강동구,124,48
2016-04-10,서울,강동구,139,53
2016-04-11,서울,강동구,64,26
2016-04-12,서울,강동구,74,26
2016-04-13,서울,강동구,77,43
2016-04-14,서울,강동구,79,38
2016-04-15,서울,강동구,80,39
2016-04-16,서울,강동구,88,19
2016-04-17,서울,강동구,50,13
2016-04-18,서울,강동구,55,28
2016-04-19,서울,강동구,76,31
2016-04-20,서울,강동구,85,37
2016-04-21,서울,강동구,50,29
2016-04-22,서울,강동구,182,71
2016-04-23,서울,강동구,449,75
2016-04-24,서울,강동구,406,48
2016-04-25,서울,강동구,86,30
2016-04-26,서울,강동구,86,28
2016-04-27,서울,강동구,72,25
2016-04-28,서울,강동구,64,29
2016-04-29,서울,강동구,85,35
2016-04-30,서울,강동구,82,49
2016-04-01,서울,금천구,62,31
2016-04-02,서울,금천구,115,79
2016-04-03,서울,금천구,109,74
2016-04-04,서울,금천구,45,21
2016-04-05,서울,금천구,61,30
2016-04-06,서울,금천구,75,45
2016-04-07,서울,금천구,64,45
2016-04-08,서울,금천구,96,56
2016-04-09,서울,금천구,111,58
2016-04-10,서울,금천구,118,57
2016-04-11,서울,금천구,84,43
2016-04-12,서울,금천구,65,35
2016-04-13,서울,금천구,68,40
2016-04-14,서울,금천구,67,41
2016-04-15,서울,금천구,57,33
2016-04-16,서울,금천구,56,34
2016-04-17,서울,금천구,38,14
2016-04-18,서울,금천구,50,24
2016-04-19,서울,금천구,49,24
2016-04-20,서울,금천구,50,24
2016-04-21,서울,금천구,36,25
2016-04-22,서울,금천구,119,54
2016-04-23,서울,금천구,240,53
2016-04-24,서울,금천구,251,40
2016-04-25,서울,금천구,69,26
2016-04-26,서울,금천구,58,26
2016-04-27,서울,금천구,54,24
2016-04-28,서울,금천구,64,29
2016-04-29,서울,금천구,69,35
2016-04-30,서울,금천구,74,41
2016-04-01,서울,강북구,59,30
2016-04-02,서울,강북구,103,71
2016-04-03,서울,강북구,91,58
2016-04-04,서울,강북구,33,13
2016-04-05,서울,강북구,57,27
2016-04-06,서울,강북구,77,49
2016-04-07,서울,강북구,68,45
2016-04-08,서울,강북구,83,44
2016-04-09,서울,강북구,103,57
2016-04-10,서울,강북구,113,60
2016-04-11,서울,강북구,53,25
2016-04-12,서울,강북구,45,24
2016-04-13,서울,강북구,58,37
2016-04-14,서울,강북구,57,36
2016-04-15,서울,강북구,43,26
2016-04-16,서울,강북구,43,21
2016-04-17,서울,강북구,40,12
2016-04-18,서울,강북구,39,23
2016-04-19,서울,강북구,48,25
2016-04-20,서울,강북구,70,42
2016-04-21,서울,강북구,59,33
2016-04-22,서울,강북구,121,54
2016-04-23,서울,강북구,275,53
2016-04-24,서울,강북구,260,32
2016-04-25,서울,강북구,60,19
2016-04-26,서울,강북구,56,22
2016-04-27,서울,강북구,50,23
2016-04-28,서울,강북구,47,20
2016-04-29,서울,강북구,79,42
2016-04-30,서울,강북구,79,46
2016-04-01,서울,양천구,63,28
2016-04-02,서울,양천구,98,55
2016-04-03,서울,양천구,120,72
2016-04-04,서울,양천구,48,20
2016-04-05,서울,양천구,53,22
2016-04-06,서울,양천구,78,45
2016-04-07,서울,양천구,81,44
2016-04-08,서울,양천구,81,36
2016-04-09,서울,양천구,90,40
2016-04-10,서울,양천구,106,49
2016-04-11,서울,양천구,99,47
2016-04-12,서울,양천구,79,37
2016-04-13,서울,양천구,65,32
2016-04-14,서울,양천구,66,33
2016-04-15,서울,양천구,58,30
2016-04-16,서울,양천구,62,32
2016-04-17,서울,양천구,38,12
2016-04-18,서울,양천구,50,23
2016-04-19,서울,양천구,51,19
2016-04-20,서울,양천구,58,27
2016-04-21,서울,양천구,54,26
2016-04-22,서울,양천구,120,52
2016-04-23,서울,양천구,300,55
2016-04-24,서울,양천구,290,31
2016-04-25,서울,양천구,73,24
2016-04-26,서울,양천구,67,24
2016-04-27,서울,양천구,57,21
2016-04-28,서울,양천구,78,34
2016-04-29,서울,양천구,72,31
2016-04-30,서울,양천구,70,36
2016-04-01,서울,노원구,55,30
2016-04-02,서울,노원구,84,68
2016-04-03,서울,노원구,82,65
2016-04-04,서울,노원구,32,14
2016-04-05,서울,노원구,57,28
2016-04-06,서울,노원구,74,55
2016-04-07,서울,노원구,63,50
2016-04-08,서울,노원구,78,50
2016-04-09,서울,노원구,93,59
2016-04-10,서울,노원구,117,68
2016-04-11,서울,노원구,49,25
2016-04-12,서울,노원구,40,24
2016-04-13,서울,노원구,60,45
2016-04-14,서울,노원구,57,44
2016-04-15,서울,노원구,43,29
2016-04-16,서울,노원구,39,24
2016-04-17,서울,노원구,36,12
2016-04-18,서울,노원구,39,26
2016-04-19,서울,노원구,46,25
2016-04-20,서울,노원구,49,35
2016-04-21,서울,노원구,52,35
2016-04-22,서울,노원구,91,61
2016-04-23,서울,노원구,224,62
2016-04-24,서울,노원구,213,35
2016-04-25,서울,노원구,47,20
2016-04-26,서울,노원구,47,22
2016-04-27,서울,노원구,45,20
2016-04-28,서울,노원구,37,19
2016-04-29,서울,노원구,73,44
2016-04-30,서울,노원구,75,47
2016-05-01,서울,중구,57,28
2016-05-02,서울,중구,38,29
2016-05-03,서울,중구,35,18
2016-05-04,서울,중구,38,16
2016-05-05,서울,중구,52,28
2016-05-06,서울,중구,149,24
2016-05-07,서울,중구,144,32
2016-05-08,서울,중구,54,19
2016-05-09,서울,중구,75,28
2016-05-10,서울,중구,75,35
2016-05-11,서울,중구,32,14
2016-05-12,서울,중구,36,22
2016-05-13,서울,중구,56,37
2016-05-14,서울,중구,57,27
2016-05-15,서울,중구,42,3
2016-05-16,서울,중구,62,32
2016-05-17,서울,중구,58,29
2016-05-18,서울,중구,56,36
2016-05-19,서울,중구,45,24
2016-05-20,서울,중구,48,28
2016-05-21,서울,중구,54,34
2016-05-22,서울,중구,63,40
2016-05-23,서울,중구,70,43
2016-05-24,서울,중구,60,41
2016-05-25,서울,중구,97,59
2016-05-26,서울,중구,91,71
2016-05-27,서울,중구,92,60
2016-05-28,서울,중구,96,31
2016-05-29,서울,중구,104,79
2016-05-30,서울,중구,129,86
2016-05-31,서울,중구,107,74
2016-05-01,서울,종로구,55,27
2016-05-02,서울,종로구,39,25
2016-05-03,서울,종로구,31,19
2016-05-04,서울,종로구,35,11
2016-05-05,서울,종로구,47,30
2016-05-06,서울,종로구,174,33
2016-05-07,서울,종로구,168,31
2016-05-08,서울,종로구,46,15
2016-05-09,서울,종로구,51,24
2016-05-10,서울,종로구,63,25
2016-05-11,서울,종로구,27,12
2016-05-12,서울,종로구,33,22
2016-05-13,서울,종로구,47,33
2016-05-14,서울,종로구,44,26
2016-05-15,서울,종로구,41,25
2016-05-16,서울,종로구,57,36
2016-05-17,서울,종로구,60,39
2016-05-18,서울,종로구,49,36
2016-05-19,서울,종로구,35,19
2016-05-20,서울,종로구,39,31
2016-05-21,서울,종로구,46,38
2016-05-22,서울,종로구,50,42
2016-05-23,서울,종로구,55,42
2016-05-24,서울,종로구,53,40
2016-05-25,서울,종로구,111,92
2016-05-26,서울,종로구,121,94
2016-05-27,서울,종로구,115,96
2016-05-28,서울,종로구,76,46
2016-05-29,서울,종로구,92,68
2016-05-30,서울,종로구,137,105
2016-05-31,서울,종로구,142,109
2016-05-01,서울,용산구,57,28
2016-05-02,서울,용산구,38,21
2016-05-03,서울,용산구,28,18
2016-05-04,서울,용산구,32,15
2016-05-05,서울,용산구,46,29
2016-05-06,서울,용산구,108,30
2016-05-07,서울,용산구,117,30
2016-05-08,서울,용산구,34,15
2016-05-09,서울,용산구,50,20
2016-05-10,서울,용산구,57,24
2016-05-11,서울,용산구,21,15
2016-05-12,서울,용산구,34,19
2016-05-13,서울,용산구,51,31
2016-05-14,서울,용산구,55,24
2016-05-15,서울,용산구,40,25
2016-05-16,서울,용산구,54,33
2016-05-17,서울,용산구,63,37
2016-05-18,서울,용산구,52,38
2016-05-19,서울,용산구,33,24
2016-05-20,서울,용산구,40,27
2016-05-21,서울,용산구,46,37
2016-05-22,서울,용산구,56,42
2016-05-23,서울,용산구,66,52
2016-05-24,서울,용산구,48,35
2016-05-25,서울,용산구,111,79
2016-05-26,서울,용산구,103,73
2016-05-27,서울,용산구,101,70
2016-05-28,서울,용산구,67,37
2016-05-29,서울,용산구,93,57
2016-05-30,서울,용산구,121,81
2016-05-31,서울,용산구,113,76
2016-05-01,서울,광진구,62,35
2016-05-02,서울,광진구,46,24
2016-05-03,서울,광진구,27,18
2016-05-04,서울,광진구,33,9
2016-05-05,서울,광진구,53,26
2016-05-06,서울,광진구,222,36
2016-05-07,서울,광진구,224,37
2016-05-08,서울,광진구,56,18
2016-05-09,서울,광진구,61,24
2016-05-10,서울,광진구,67,30
2016-05-11,서울,광진구,24,10
2016-05-12,서울,광진구,32,17
2016-05-13,서울,광진구,62,39
2016-05-14,서울,광진구,47,30
2016-05-15,서울,광진구,48,33
2016-05-16,서울,광진구,59,37
2016-05-17,서울,광진구,71,47
2016-05-18,서울,광진구,72,45
2016-05-19,서울,광진구,42,24
2016-05-20,서울,광진구,42,29
2016-05-21,서울,광진구,50,32
2016-05-22,서울,광진구,75,59
2016-05-23,서울,광진구,70,50
2016-05-24,서울,광진구,55,37
2016-05-25,서울,광진구,117,85
2016-05-26,서울,광진구,119,90
2016-05-27,서울,광진구,113,82
2016-05-28,서울,광진구,82,50
2016-05-29,서울,광진구,92,64
2016-05-30,서울,광진구,142,106
2016-05-31,서울,광진구,129,94
2016-05-01,서울,성동구,73,36
2016-05-02,서울,성동구,47,27
2016-05-03,서울,성동구,27,16
2016-05-04,서울,성동구,42,13
