날짜,시도,측정소,PM10,PM25
2016-07-03,서울,송파구,40,26
2016-07-04,서울,송파구,42,28
2016-07-05,서울,송파구,10,9
2016-07-06,서울,송파구,23,14
2016-07-07,서울,송파구,60,41
2016-07-08,서울,송파구,59,43
2016-07-09,서울,송파구,42,21
2016-07-10,서울,송파구,35,26
2016-07-11,서울,송파구,49,30
2016-07-12,서울,송파구,29,10
2016-07-13,서울,송파구,30,17
2016-07-14,서울,송파구,26,12
2016-07-15,서울,송파구,17,10
2016-07-16,서울,송파구,18,4
2016-07-17,서울,송파구,23,12
2016-07-18,서울,송파구,32,19
2016-07-19,서울,송파구,44,24
2016-07-20,서울,송파구,41,25
2016-07-21,서울,송파구,31,17
2016-07-22,서울,송파구,41,22
2016-07-23,서울,송파구,46,30
2016-07-24,서울,송파구,39,27
2016-07-25,서울,송파구,35,26
2016-07-26,서울,송파구,35,21
2016-07-27,서울,송파구,37,21
2016-07-28,서울,송파구,77,52
2016-07-29,서울,송파구,66,54
2016-07-30,서울,송파구,37,24
2016-07-31,서울,송파구,38,30
2016-07-01,서울,강동구,33,18
2016-07-02,서울,강동구,16,13
2016-07-03,서울,강동구,49,21
2016-07-04,서울,강동구,38,30
2016-07-05,서울,강동구,5,3
2016-07-06,서울,강동구,24,11
2016-07-07,서울,강동구,92,42
2016-07-08,서울,강동구,71,38
2016-07-09,서울,강동구,49,35
2016-07-10,서울,강동구,47,29
2016-07-11,서울,강동구,59,39
2016-07-12,서울,강동구,41,25
2016-07-13,서울,강동구,32,19
2016-07-14,서울,강동구,33,27
2016-07-15,서울,강동구,18,11
2016-07-16,서울,강동구,24,8
2016-07-17,서울,강동구,16,13
2016-07-18,서울,강동구,49,27
2016-07-19,서울,강동구,71,35
2016-07-20,서울,강동구,21,16
2016-07-21,서울,강동구,32,15
2016-07-22,서울,강동구,37,25
2016-07-23,서울,강동구,58,34
2016-07-24,서울,강동구,57,29
2016-07-25,서울,강동구,48,27
2016-07-26,서울,강동구,36,22
2016-07-27,서울,강동구,30,24
2016-07-28,서울,강동구,70,46
2016-07-29,서울,강동구,63,56
2016-07-30,서울,강동구,56,31
2016-07-31,서울,강동구,40,28
2016-07-01,서울,금천구,48,32
2016-07-02,서울,금천구,22,14
2016-07-03,서울,금천구,41,28
2016-07-04,서울,금천구,40,25
2016-07-05,서울,금천구,17,11
2016-07-06,서울,금천구,29,15
2016-07-07,서울,금천구,63,45
2016-07-08,서울,금천구,66,47
2016-07-09,서울,금천구,56,37
2016-07-10,서울,금천구,31,20
2016-07-11,서울,금천구,72,51
2016-07-12,서울,금천구,61,47
2016-07-13,서울,금천구,32,23
2016-07-14,서울,금천구,42,26
2016-07-15,서울,금천구,23,13
2016-07-16,서울,금천구,19,10
2016-07-17,서울,금천구,16,11
2016-07-18,서울,금천구,33,18
2016-07-19,서울,금천구,40,24
2016-07-20,서울,금천구,40,25
2016-07-21,서울,금천구,26,16
2016-07-22,서울,금천구,41,25
2016-07-23,서울,금천구,44,28
2016-07-24,서울,금천구,52,33
2016-07-25,서울,금천구,48,33
2016-07-26,서울,금천구,46,34
2016-07-27,서울,금천구,31,21
2016-07-28,서울,금천구,62,40
2016-07-29,서울,금천구,61,43
2016-07-30,서울,금천구,61,45
2016-07-31,서울,금천구,63,42
2016-07-01,서울,강북구,77,44
2016-07-02,서울,강북구,12,8
2016-07-03,서울,강북구,47,32
2016-07-04,서울,강북구,46,28
2016-07-05,서울,강북구,2,4
2016-07-06,서울,강북구,16,9
2016-07-07,서울,강북구,77,56
2016-07-08,서울,강북구,85,64
2016-07-09,서울,강북구,35,27
2016-07-10,서울,강북구,38,26
2016-07-11,서울,강북구,40,36
2016-07-12,서울,강북구,85,13
2016-07-13,서울,강북구,25,19
2016-07-14,서울,강북구,27,19
2016-07-15,서울,강북구,8,7
2016-07-16,서울,강북구,13,10
2016-07-17,서울,강북구,24,17
2016-07-18,서울,강북구,25,16
2016-07-19,서울,강북구,29,23
2016-07-20,서울,강북구,32,21
2016-07-21,서울,강북구,35,24
2016-07-22,서울,강북구,46,28
2016-07-23,서울,강북구,54,45
2016-07-24,서울,강북구,57,43
2016-07-25,서울,강북구,63,49
2016-07-26,서울,강북구,48,40
2016-07-27,서울,강북구,42,33
2016-07-28,서울,강북구,81,64
2016-07-29,서울,강북구,92,72
2016-07-30,서울,강북구,51,41
2016-07-31,서울,강북구,44,32
2016-07-01,서울,양천구,42,20
2016-07-02,서울,양천구,13,9
2016-07-03,서울,양천구,96,56
2016-07-04,서울,양천구,87,48
2016-07-05,서울,양천구,19,9
2016-07-06,서울,양천구,15,7
2016-07-07,서울,양천구,65,37
2016-07-08,서울,양천구,66,36
2016-07-09,서울,양천구,58,33
2016-07-10,서울,양천구,30,18
2016-07-11,서울,양천구,64,44
2016-07-12,서울,양천구,46,27
2016-07-13,서울,양천구,28,15
2016-07-14,서울,양천구,40,19
2016-07-15,서울,양천구,40,19
2016-07-16,서울,양천구,15,7
2016-07-17,서울,양천구,12,6
2016-07-18,서울,양천구,24,12
2016-07-19,서울,양천구,34,18
2016-07-20,서울,양천구,37,20
2016-07-21,서울,양천구,28,17
2016-07-22,서울,양천구,35,19
2016-07-23,서울,양천구,38,20
2016-07-24,서울,양천구,54,34
2016-07-25,서울,양천구,51,31
2016-07-26,서울,양천구,51,33
2016-07-27,서울,양천구,41,22
2016-07-28,서울,양천구,94,47
2016-07-29,서울,양천구,93,48
2016-07-30,서울,양천구,67,35
2016-07-31,서울,양천구,49,30
2016-07-01,서울,노원구,55,46
2016-07-02,서울,노원구,14,10
2016-07-03,서울,노원구,32,26
2016-07-04,서울,노원구,35,27
2016-07-05,서울,노원구,8,3
2016-07-06,서울,노원구,14,4
2016-07-07,서울,노원구,86,74
2016-07-08,서울,노원구,90,76
2016-07-09,서울,노원구,30,23
2016-07-10,서울,노원구,34,24
2016-07-11,서울,노원구,43,34
2016-07-12,서울,노원구,44,39
2016-07-13,서울,노원구,23,19
2016-07-14,서울,노원구,28,21
2016-07-15,서울,노원구,12,7
2016-07-16,서울,노원구,11,8
2016-07-17,서울,노원구,22,19
2016-07-18,서울,노원구,29,19
2016-07-19,서울,노원구,27,19
2016-07-20,서울,노원구,32,23
2016-07-21,서울,노원구,29,20
2016-07-22,서울,노원구,40,30
2016-07-23,서울,노원구,49,39
2016-07-24,서울,노원구,61,48
2016-07-25,서울,노원구,60,48
2016-07-26,서울,노원구,41,34
2016-07-27,서울,노원구,36,31
2016-07-28,서울,노원구,62,48
2016-07-29,서울,노원구,72,58
2016-07-30,서울,노원구,62,44
2016-07-31,서울,노원구,44,36
2016-08-01,서울,중구,29,17
2016-08-02,서울,중구,20,14
2016-08-03,서울,중구,41,18
2016-08-04,서울,중구,46,20
2016-08-05,서울,중구,67,33
2016-08-06,서울,중구,54,31
2016-08-07,서울,중구,36,20
2016-08-08,서울,중구,36,10
2016-08-09,서울,중구,98,54
2016-08-10,서울,중구,101,75
2016-08-11,서울,중구,39,18
2016-08-12,서울,중구,46,22
2016-08-13,서울,중구,42,18
2016-08-14,서울,중구,53,33
2016-08-15,서울,중구,42,22
2016-08-16,서울,중구,50,34
2016-08-17,서울,중구,58,26
2016-08-18,서울,중구,96,70
2016-08-19,서울,중구,94,63
2016-08-20,서울,중구,53,39
2016-08-21,서울,중구,45,33
2016-08-22,서울,중구,40,30
2016-08-23,서울,중구,67,46
2016-08-24,서울,중구,67,47
2016-08-25,서울,중구,25,20
2016-08-26,서울,중구,17,14
2016-08-27,서울,중구,15,6
2016-08-28,서울,중구,15,7
2016-08-29,서울,중구,25,16
2016-08-30,서울,중구,30,16
2016-08-31,서울,중구,39,15
2016-08-01,서울,종로구,31,20
2016-08-02,서울,종로구,26,12
2016-08-03,서울,종로구,32,23
2016-08-04,서울,종로구,32,19
2016-08-05,서울,종로구,51,39
2016-08-06,서울,종로구,53,43
2016-08-07,서울,종로구,44,34
2016-08-08,서울,종로구,31,27
2016-08-09,서울,종로구,69,47
2016-08-10,서울,종로구,96,64
2016-08-11,서울,종로구,28,21
2016-08-12,서울,종로구,32,25
2016-08-13,서울,종로구,39,28
2016-08-14,서울,종로구,36,31
2016-08-15,서울,종로구,37,26
2016-08-16,서울,종로구,39,24
2016-08-17,서울,종로구,40,24
2016-08-18,서울,종로구,70,52
2016-08-19,서울,종로구,71,62
2016-08-20,서울,종로구,46,35
2016-08-21,서울,종로구,31,26
2016-08-22,서울,종로구,30,24
2016-08-23,서울,종로구,56,41
2016-08-24,서울,종로구,54,40
2016-08-25,서울,종로구,23,14
2016-08-26,서울,종로구,12,4
2016-08-27,서울,종로구,10,4
2016-08-28,서울,종로구,11,2
2016-08-29,서울,종로구,22,9
2016-08-30,서울,종로구,25,10
2016-08-31,서울,종로구,29,8
2016-08-01,서울,용산구,41,29
2016-08-02,서울,용산구,33,24
2016-08-03,서울,용산구,37,24
2016-08-04,서울,용산구,43,32
2016-08-05,서울,용산구,52,38
2016-08-06,서울,용산구,53,40
2016-08-07,서울,용산구,42,30
2016-08-08,서울,용산구,34,34
2016-08-09,서울,용산구,93,62
2016-08-10,서울,용산구,111,59
2016-08-11,서울,용산구,31,23
2016-08-12,서울,용산구,33,26
2016-08-13,서울,용산구,37,30
2016-08-14,서울,용산구,37,26
2016-08-15,서울,용산구,39,27
2016-08-16,서울,용산구,39,30
2016-08-17,서울,용산구,38,27
2016-08-18,서울,용산구,64,48
2016-08-19,서울,용산구,68,51
2016-08-20,서울,용산구,43,34
2016-08-21,서울,용산구,33,20
2016-08-22,서울,용산구,33,21
2016-08-23,서울,용산구,57,39
2016-08-24,서울,용산구,49,38
2016-08-25,서울,용산구,27,19
2016-08-26,서울,용산구,15,9
2016-08-27,서울,용산구,20,8
2016-08-28,서울,용산구,10,6
2016-08-29,서울,용산구,24,15
2016-08-30,서울,용산구,27,12
2016-08-31,서울,용산구,26,12
2016-08-01,서울,광진구,42,30
2016-08-02,서울,광진구,34,20
2016-08-03,서울,광진구,36,24
2016-08-04,서울,광진구,37,24
2016-08-05,서울,광진구,46,33
2016-08-06,서울,광진구,40,30
2016-08-07,서울,광진구,42,24
2016-08-08,서울,광진구,43,10
2016-08-09,서울,광진구,127,72
2016-08-10,서울,광진구,144,93
2016-08-11,서울,광진구,31,15
2016-08-12,서울,광진구,38,24
2016-08-13,서울,광진구,38,25
2016-08-14,서울,광진구,46,32
2016-08-15,서울,광진구,43,27
2016-08-16,서울,광진구,43,27
2016-08-17,서울,광진구,44,31
2016-08-18,서울,광진구,75,55
2016-08-19,서울,광진구,78,57
2016-08-20,서울,광진구,39,30
2016-08-21,서울,광진구,31,20
2016-08-22,서울,광진구,26,18
2016-08-23,서울,광진구,16,47
2016-08-24,서울,광진구,88,49
2016-08-25,서울,광진구,37,23
2016-08-26,서울,광진구,13,5
2016-08-27,서울,광진구,11,4
2016-08-28,서울,광진구,12,3
2016-08-29,서울,광진구,24,9
2016-08-30,서울,광진구,21,8
2016-08-31,서울,광진구,38,14
2016-08-01,서울,성동구,38,27
2016-08-02,서울,성동구,39,16
2016-08-03,서울,성동구,37,20
2016-08-04,서울,성동구,43,19
2016-08-05,서울,성동구,67,38
2016-08-06,서울,성동구,65,36
2016-08-07,서울,성동구,45,33
2016-08-08,서울,성동구,50,12
2016-08-09,서울,성동구,59,33
2016-08-10,서울,성동구,61,57
2016-08-11,서울,성동구,42,25
2016-08-12,서울,성동구,43,32
2016-08-13,서울,성동구,42,34
2016-08-14,서울,성동구,49,30
2016-08-15,서울,성동구,56,29
2016-08-16,서울,성동구,62,26
2016-08-17,서울,성동구,49,26
2016-08-18,서울,성동구,81,47
2016-08-19,서울,성동구,77,56
2016-08-20,서울,성동구,50,34
2016-08-21,서울,성동구,36,26
2016-08-22,서울,성동구,34,29
2016-08-23,서울,성동구,58,32
2016-08-24,서울,성동구,55,41
2016-08-25,서울,성동구,34,16
2016-08-26,서울,성동구,13,7
2016-08-27,서울,성동구,16,6
2016-08-28,서울,성동구,11,9
2016-08-29,서울,성동구,28,11
2016-08-30,서울,성동구,23,11
2016-08-31,서울,성동구,31,13
2016-08-01,서울,중랑구,27,25
2016-08-02,서울,중랑구,28,16
2016-08-03,서울,중랑구,39,25
2016-08-04,서울,중랑구,53,22
2016-08-05,서울,중랑구,49,19
2016-08-06,서울,중랑구,61,47
2016-08-07,서울,중랑구,88,60
2016-08-08,서울,중랑구,43,24
2016-08-09,서울,중랑구,72,48
2016-08-10,서울,중랑구,100,78
2016-08-11,서울,중랑구,41,23
2016-08-12,서울,중랑구,45,24
2016-08-13,서울,중랑구,50,33
2016-08-14,서울,중랑구,45,33
2016-08-15,서울,중랑구,52,32
2016-08-16,서울,중랑구,51,31
2016-08-17,서울,중랑구,50,31
2016-08-18,서울,중랑구,73,59
2016-08-19,서울,중랑구,85,62
2016-08-20,서울,중랑구,53,23
2016-08-21,서울,중랑구,52,32
2016-08-22,서울,중랑구,39,30
2016-08-23,서울,중랑구,51,43
2016-08-24,서울,중랑구,83,50
2016-08-25,서울,중랑구,38,22
2016-08-26,서울,중랑구,26,11
2016-08-27,서울,중랑구,14,7
2016-08-28,서울,중랑구,17,5
2016-08-29,서울,중랑구,28,15
2016-08-30,서울,중랑구,27,13
2016-08-31,서울,중랑구,47,5
2016-08-01,서울,동대문구,32,25
2016-08-02,서울,동대문구,36,16
2016-08-03,서울,동대문구,32,22
2016-08-04,서울,동대문구,47,26
2016-08-05,서울,동대문구,58,36
2016-08-06,서울,동대문구,50,38
2016-08-07,서울,동대문구,46,30
2016-08-08,서울,동대문구,35,26
2016-08-09,서울,동대문구,69,49
2016-08-10,서울,동대문구,84,56
2016-08-11,서울,동대문구,35,27
2016-08-12,서울,동대문구,46,27
2016-08-13,서울,동대문구,42,31
2016-08-14,서울,동대문구,54,32
2016-08-15,서울,동대문구,37,26
2016-08-16,서울,동대문구,49,30
2016-08-17,서울,동대문구,46,29
2016-08-18,서울,동대문구,75,50
2016-08-19,서울,동대문구,79,51
2016-08-20,서울,동대문구,53,31
2016-08-21,서울,동대문구,26,19
2016-08-22,서울,동대문구,0,0
2016-08-23,서울,동대문구,57,36
2016-08-24,서울,동대문구,55,35
2016-08-25,서울,동대문구,31,19
2016-08-26,서울,동대문구,14,8
2016-08-27,서울,동대문구,19,9
2016-08-28,서울,동대문구,14,5
2016-08-29,서울,동대문구,27,13
2016-08-30,서울,동대문구,24,11
2016-08-31,서울,동대문구,34,11
2016-08-01,서울,성북구,48,27
2016-08-02,서울,성북구,42,17
2016-08-03,서울,성북구,46,18
2016-08-04,서울,성북구,44,27
2016-08-05,서울,성북구,54,37
2016-08-06,서울,성북구,57,43
2016-08-07,서울,성북구,68,50
2016-08-08,서울,성북구,39,10
2016-08-09,서울,성북구,82,50
2016-08-10,서울,성북구,87,67
2016-08-11,서울,성북구,35,20
2016-08-12,서울,성북구,38,24
2016-08-13,서울,성북구,39,23
2016-08-14,서울,성북구,46,41
2016-08-15,서울,성북구,42,31
2016-08-16,서울,성북구,57,35
2016-08-17,서울,성북구,53,29
2016-08-18,서울,성북구,90,50
2016-08-19,서울,성북구,90,53
2016-08-20,서울,성북구,56,32
2016-08-21,서울,성북구,50,25
2016-08-22,서울,성북구,42,30
2016-08-23,서울,성북구,68,39
2016-08-24,서울,성북구,63,50
2016-08-25,서울,성북구,35,23
2016-08-26,서울,성북구,18,14
2016-08-27,서울,성북구,19,13
2016-08-28,서울,성북구,18,5
2016-08-29,서울,성북구,38,11
2016-08-30,서울,성북구,31,10
2016-08-31,서울,성북구,42,7
2016-08-01,서울,도봉구,36,22
2016-08-02,서울,도봉구,28,17
2016-08-03,서울,도봉구,33,21
2016-08-04,서울,도봉구,32,17
2016-08-05,서울,도봉구,39,27
2016-08-06,서울,도봉구,50,33
2016-08-07,서울,도봉구,64,37
2016-08-08,서울,도봉구,38,25
2016-08-09,서울,도봉구,53,37
2016-08-10,서울,도봉구,62,42
2016-08-11,서울,도봉구,33,22
2016-08-12,서울,도봉구,49,25
2016-08-13,서울,도봉구,37,30
2016-08-14,서울,도봉구,31,28
2016-08-15,서울,도봉구,39,23
2016-08-16,서울,도봉구,53,30
2016-08-17,서울,도봉구,43,29
2016-08-18,서울,도봉구,71,54
2016-08-19,서울,도봉구,65,48
2016-08-20,서울,도봉구,66,31
2016-08-21,서울,도봉구,46,31
2016-08-22,서울,도봉구,38,23
2016-08-23,서울,도봉구,52,36
2016-08-24,서울,도봉구,61,44
2016-08-25,서울,도봉구,29,20
2016-08-26,서울,도봉구,11,1
2016-08-27,서울,도봉구,13,1
2016-08-28,서울,도봉구,10,7
2016-08-29,서울,도봉구,23,11
2016-08-30,서울,도봉구,27,13
2016-08-31,서울,도봉구,31,11
2016-08-01,서울,은평구,27,25
2016-08-02,서울,은평구,32,20
2016-08-03,서울,은평구,36,27
2016-08-04,서울,은평구,32,16
2016-08-05,서울,은평구,47,31
2016-08-06,서울,은평구,55,35
2016-08-07,서울,은평구,64,35
2016-08-08,서울,은평구,51,32
2016-08-09,서울,은평구,62,37
2016-08-10,서울,은평구,67,51
2016-08-11,서울,은평구,27,21
2016-08-12,서울,은평구,22,16
2016-08-13,서울,은평구,31,20
2016-08-14,서울,은평구,32,16
2016-08-15,서울,은평구,38,19
2016-08-16,서울,은평구,45,21
2016-08-17,서울,은평구,40,22
2016-08-18,서울,은평구,67,46
2016-08-19,서울,은평구,77,42
2016-08-20,서울,은평구,42,31
2016-08-21,서울,은평구,45,25
2016-08-22,서울,은평구,41,20
2016-08-23,서울,은평구,51,29
2016-08-24,서울,은평구,47,31
2016-08-25,서울,은평구,32,14
2016-08-26,서울,은평구,20,12
2016-08-27,서울,은평구,14,8
2016-08-28,서울,은평구,10,3
2016-08-29,서울,은평구,22,8
2016-08-30,서울,은평구,22,9
2016-08-31,서울,은평구,43,13
2016-08-01,서울,서대문구,25,12
2016-08-02,서울,서대문구,23,19
2016-08-03,서울,서대문구,39,21
2016-08-04,서울,서대문구,42,21
2016-08-05,서울,서대문구,61,41
2016-08-06,서울,서대문구,62,29
2016-08-07,서울,서대문구,39,21
2016-08-08,서울,서대문구,36,21
2016-08-09,서울,서대문구,70,62
2016-08-10,서울,서대문구,72,66
2016-08-11,서울,서대문구,41,18
2016-08-12,서울,서대문구,40,22
2016-08-13,서울,서대문구,41,23
2016-08-14,서울,서대문구,42,28
2016-08-15,서울,서대문구,45,23
2016-08-16,서울,서대문구,54,24
2016-08-17,서울,서대문구,52,20
2016-08-18,서울,서대문구,81,43
2016-08-19,서울,서대문구,84,50
2016-08-20,서울,서대문구,41,23
2016-08-21,서울,서대문구,41,19
2016-08-22,서울,서대문구,40,21
2016-08-23,서울,서대문구,67,40
2016-08-24,서울,서대문구,60,36
2016-08-25,서울,서대문구,29,16
2016-08-26,서울,서대문구,15,8
2016-08-27,서울,서대문구,14,8
2016-08-28,서울,서대문구,12,2
2016-08-29,서울,서대문구,33,15
2016-08-30,서울,서대문구,27,6
2016-08-31,서울,서대문구,38,8
2016-08-01,서울,마포구,26,18
2016-08-02,서울,마포구,30,20
2016-08-03,서울,마포구,36,25
2016-08-04,서울,마포구,40,26
2016-08-05,서울,마포구,62,41
2016-08-06,서울,마포구,60,39
2016-08-07,서울,마포구,33,27
2016-08-08,서울,마포구,28,24
2016-08-09,서울,마포구,100,75
2016-08-10,서울,마포구,128,102
2016-08-11,서울,마포구,39,27
2016-08-12,서울,마포구,46,32
2016-08-13,서울,마포구,40,32
2016-08-14,서울,마포구,45,33
2016-08-15,서울,마포구,40,30
2016-08-16,서울,마포구,44,29
2016-08-17,서울,마포구,46,28
2016-08-18,서울,마포구,58,41
2016-08-19,서울,마포구,66,50
2016-08-20,서울,마포구,44,35
2016-08-21,서울,마포구,38,27
2016-08-22,서울,마포구,33,23
2016-08-23,서울,마포구,61,38
2016-08-24,서울,마포구,52,37
2016-08-25,서울,마포구,28,20
2016-08-26,서울,마포구,16,14
2016-08-27,서울,마포구,15,9
2016-08-28,서울,마포구,13,8
2016-08-29,서울,마포구,29,14
2016-08-30,서울,마포구,24,16
2016-08-31,서울,마포구,32,13
2016-08-01,서울,강서구,37,28
2016-08-02,서울,강서구,36,17
2016-08-03,서울,강서구,35,23
2016-08-04,서울,강서구,42,21
2016-08-05,서울,강서구,66,35
2016-08-06,서울,강서구,63,32
2016-08-07,서울,강서구,41,27
2016-08-08,서울,강서구,50,16
2016-08-09,서울,강서구,58,38
2016-08-10,서울,강서구,74,46
2016-08-11,서울,강서구,31,26
2016-08-12,서울,강서구,39,23
2016-08-13,서울,강서구,32,39
2016-08-14,서울,강서구,43,31
2016-08-15,서울,강서구,30,19
2016-08-16,서울,강서구,59,33
2016-08-17,서울,강서구,68,26
2016-08-18,서울,강서구,58,33
2016-08-19,서울,강서구,75,59
2016-08-20,서울,강서구,64,63
2016-08-21,서울,강서구,51,63
2016-08-22,서울,강서구,37,23
2016-08-23,서울,강서구,53,36
2016-08-24,서울,강서구,59,43
2016-08-25,서울,강서구,32,30
2016-08-26,서울,강서구,11,15
2016-08-27,서울,강서구,20,5
2016-08-28,서울,강서구,12,5
2016-08-29,서울,강서구,30,13
2016-08-30,서울,강서구,41,12
2016-08-31,서울,강서구,29,7
2016-08-01,서울,구로구,34,19
2016-08-02,서울,구로구,30,26
2016-08-03,서울,구로구,34,14
2016-08-04,서울,구로구,70,31
2016-08-05,서울,구로구,68,39
2016-08-06,서울,구로구,66,32
2016-08-07,서울,구로구,50,28
2016-08-08,서울,구로구,48,29
2016-08-09,서울,구로구,138,71
2016-08-10,서울,구로구,116,89
2016-08-11,서울,구로구,44,27
2016-08-12,서울,구로구,41,25
2016-08-13,서울,구로구,51,31
2016-08-14,서울,구로구,46,35
2016-08-15,서울,구로구,48,23
2016-08-16,서울,구로구,61,34
2016-08-17,서울,구로구,65,37
2016-08-18,서울,구로구,55,34
2016-08-19,서울,구로구,67,49
2016-08-20,서울,구로구,58,41
2016-08-21,서울,구로구,68,50
2016-08-22,서울,구로구,51,36
2016-08-23,서울,구로구,21,1
2016-08-24,서울,구로구,61,40
2016-08-25,서울,구로구,45,26
2016-08-26,서울,구로구,12,9
2016-08-27,서울,구로구,17,7
2016-08-28,서울,구로구,11,10
2016-08-29,서울,구로구,25,16
2016-08-30,서울,구로구,33,6
2016-08-31,서울,구로구,49,16
2016-08-01,서울,영등포구,37,24
2016-08-02,서울,영등포구,35,20
2016-08-03,서울,영등포구,45,26
2016-08-04,서울,영등포구,64,38
2016-08-05,서울,영등포구,66,43
2016-08-06,서울,영등포구,66,37
2016-08-07,서울,영등포구,43,23
2016-08-08,서울,영등포구,56,30
2016-08-09,서울,영등포구,96,67
2016-08-10,서울,영등포구,132,95
2016-08-11,서울,영등포구,40,29
2016-08-12,서울,영등포구,34,29
2016-08-13,서울,영등포구,55,33
2016-08-14,서울,영등포구,49,32
2016-08-15,서울,영등포구,46,29
2016-08-16,서울,영등포구,61,32
2016-08-17,서울,영등포구,57,26
2016-08-18,서울,영등포구,54,37
2016-08-19,서울,영등포구,61,40
2016-08-20,서울,영등포구,59,38
2016-08-21,서울,영등포구,61,39
2016-08-22,서울,영등포구,50,27
2016-08-23,서울,영등포구,69,49
2016-08-24,서울,영등포구,52,37
2016-08-25,서울,영등포구,37,22
2016-08-26,서울,영등포구,20,7
2016-08-27,서울,영등포구,19,9
2016-08-28,서울,영등포구,16,7
2016-08-29,서울,영등포구,32,6
2016-08-30,서울,영등포구,30,13
2016-08-31,서울,영등포구,46,4
2016-08-01,서울,동작구,27,16
2016-08-02,서울,동작구,23,14
2016-08-03,서울,동작구,30,16
2016-08-04,서울,동작구,37,21
2016-08-05,서울,동작구,47,30
2016-08-06,서울,동작구,46,29
2016-08-07,서울,동작구,33,20
2016-08-08,서울,동작구,19,12
2016-08-09,서울,동작구,67,47
2016-08-10,서울,동작구,67,48
2016-08-11,서울,동작구,25,17
2016-08-12,서울,동작구,30,22
2016-08-13,서울,동작구,30,23
2016-08-14,서울,동작구,33,27
2016-08-15,서울,동작구,30,20
2016-08-16,서울,동작구,32,20
2016-08-17,서울,동작구,32,21
2016-08-18,서울,동작구,41,31
2016-08-19,서울,동작구,41,29
2016-08-20,서울,동작구,36,26
2016-08-21,서울,동작구,28,18
2016-08-22,서울,동작구,27,19
2016-08-23,서울,동작구,34,22
2016-08-24,서울,동작구,30,21
2016-08-25,서울,동작구,25,14
2016-08-26,서울,동작구,16,10
2016-08-27,서울,동작구,17,7
2016-08-28,서울,동작구,15,10
2016-08-29,서울,동작구,22,10
2016-08-30,서울,동작구,24,10
2016-08-31,서울,동작구,35,10
2016-08-01,서울,관악구,37,30
2016-08-02,서울,관악구,32,20
2016-08-03,서울,관악구,35,28
2016-08-04,서울,관악구,53,38
2016-08-05,서울,관악구,61,43
2016-08-06,서울,관악구,57,39
2016-08-07,서울,관악구,51,32
2016-08-08,서울,관악구,39,27
2016-08-09,서울,관악구,132,92
2016-08-10,서울,관악구,134,99
2016-08-11,서울,관악구,31,26
2016-08-12,서울,관악구,35,26
2016-08-13,서울,관악구,39,32
2016-08-14,서울,관악구,41,32
2016-08-15,서울,관악구,40,24
2016-08-16,서울,관악구,43,27
2016-08-17,서울,관악구,45,26
2016-08-18,서울,관악구,50,33
2016-08-19,서울,관악구,53,37
2016-08-20,서울,관악구,51,36
2016-08-21,서울,관악구,37,29
2016-08-22,서울,관악구,39,27
2016-08-23,서울,관악구,42,31
2016-08-24,서울,관악구,43,32
2016-08-25,서울,관악구,38,28
2016-08-26,서울,관악구,17,10
2016-08-27,서울,관악구,19,11
2016-08-28,서울,관악구,17,11
2016-08-29,서울,관악구,25,15
2016-08-30,서울,관악구,30,18
2016-08-31,서울,관악구,39,16
2016-08-01,서울,강남구,35,27
2016-08-02,서울,강남구,29,18
2016-08-03,서울,강남구,41,28
2016-08-04,서울,강남구,45,26
2016-08-05,서울,강남구,75,48
2016-08-06,서울,강남구,64,42
2016-08-07,서울,강남구,50,29
2016-08-08,서울,강남구,36,31
2016-08-09,서울,강남구,65,54
2016-08-10,서울,강남구,97,70
2016-08-11,서울,강남구,40,29
2016-08-12,서울,강남구,45,32
2016-08-13,서울,강남구,46,34
2016-08-14,서울,강남구,50,38
2016-08-15,서울,강남구,44,23
2016-08-16,서울,강남구,53,34
2016-08-17,서울,강남구,60,36
2016-08-18,서울,강남구,85,62
2016-08-19,서울,강남구,70,53
2016-08-20,서울,강남구,41,32
2016-08-21,서울,강남구,46,31
2016-08-22,서울,강남구,36,27
2016-08-23,서울,강남구,75,56
2016-08-24,서울,강남구,36,26
2016-08-25,서울,강남구,38,18
2016-08-26,서울,강남구,15,10
2016-08-27,서울,강남구,14,4
2016-08-28,서울,강남구,11,6
2016-08-29,서울,강남구,33,16
2016-08-30,서울,강남구,27,12
2016-08-31,서울,강남구,42,13
2016-08-01,서울,서초구,32,15
2016-08-02,서울,서초구,24,13
2016-08-03,서울,서초구,26,22
2016-08-04,서울,서초구,53,33
2016-08-05,서울,서초구,47,36
2016-08-06,서울,서초구,57,39
2016-08-07,서울,서초구,31,21
2016-08-08,서울,서초구,34,15
2016-08-09,서울,서초구,48,41
2016-08-10,서울,서초구,91,74
2016-08-11,서울,서초구,25,24
2016-08-12,서울,서초구,38,26
2016-08-13,서울,서초구,34,26
2016-08-14,서울,서초구,59,34
2016-08-15,서울,서초구,28,24
2016-08-16,서울,서초구,36,25
2016-08-17,서울,서초구,48,28
2016-08-18,서울,서초구,39,37
2016-08-19,서울,서초구,40,31
2016-08-20,서울,서초구,50,37
2016-08-21,서울,서초구,45,25
2016-08-22,서울,서초구,45,26
2016-08-23,서울,서초구,24,15
2016-08-24,서울,서초구,39,17
2016-08-25,서울,서초구,50,14
2016-08-26,서울,서초구,16,5
2016-08-27,서울,서초구,15,5
